,Time,Simu_Record,Record
0,2015-01-01 00:00:00,48.68132924836601,59.17
1,2015-01-01 01:00:00,51.21094526143791,57.63
2,2015-01-01 02:00:00,50.568044742729306,60.0
3,2015-01-01 03:00:00,54.937395973154366,58.17
4,2015-01-01 04:00:00,57.239241610738254,60.74
5,2015-01-01 05:00:00,51.85155673133451,58.51
6,2015-01-01 06:00:00,72.77974723756907,58.68
7,2015-01-01 07:00:00,73.20687277470842,94.58
8,2015-01-01 08:00:00,71.72169398403928,126.53
9,2015-01-01 09:00:00,68.96860159607121,124.7
10,2015-01-01 10:00:00,65.91670242480049,121.33
11,2015-01-01 11:00:00,63.17146378146101,122.21
12,2015-01-01 12:00:00,127.08207920030758,120.04
13,2015-01-01 13:00:00,123.55296539792388,122.06
14,2015-01-01 14:00:00,122.65083160322952,120.83
15,2015-01-01 15:00:00,124.1948242983468,117.22
16,2015-01-01 16:00:00,61.00915178023327,86.99
17,2015-01-01 17:00:00,62.702249539594845,84.29
18,2015-01-01 18:00:00,59.01306944444445,70.09
19,2015-01-01 19:00:00,82.8526984126984,72.3
20,2015-01-01 20:00:00,57.31899264705882,71.16
21,2015-01-01 21:00:00,57.70802450980392,65.09
22,2015-01-01 22:00:00,52.20229157345265,57.5
23,2015-01-01 23:00:00,52.712712900820286,59.6
24,2015-01-02 00:00:00,53.46321625652499,57.61
25,2015-01-02 01:00:00,54.36541610738254,59.66
26,2015-01-02 02:00:00,55.51137061894109,58.92
27,2015-01-02 03:00:00,56.82980835197613,58.24
28,2015-01-02 04:00:00,57.92052423564504,59.87
29,2015-01-02 05:00:00,58.21056897837435,59.86
30,2015-01-02 06:00:00,71.17427992633517,61.63
31,2015-01-02 07:00:00,69.44474109883363,76.03
32,2015-01-02 08:00:00,65.51405893186003,82.54
33,2015-01-02 09:00:00,60.49260788827501,82.48
34,2015-01-02 10:00:00,55.329939073050944,82.1
35,2015-01-02 11:00:00,50.36813735420503,82.33
36,2015-01-02 12:00:00,89.67214071510958,82.52
37,2015-01-02 13:00:00,82.30445520953481,82.23
38,2015-01-02 14:00:00,78.38921107266437,83.48
39,2015-01-02 15:00:00,80.01371126489812,81.36
40,2015-01-02 16:00:00,85.92102575932334,83.55
41,2015-01-02 17:00:00,48.35137476979742,82.31
42,2015-01-02 18:00:00,79.33257936507937,80.52
43,2015-01-02 19:00:00,77.01760582010581,75.1
44,2015-01-02 20:00:00,76.83493386243387,72.16
45,2015-01-02 21:00:00,73.16895502645502,64.13
46,2015-01-02 22:00:00,47.61974836601307,57.83
47,2015-01-02 23:00:00,47.4718112745098,58.23
48,2015-01-03 00:00:00,71.3316402116402,60.5
49,2015-01-03 01:00:00,47.21592892156863,58.3
50,2015-01-03 02:00:00,81.43252645502645,81.8
51,2015-01-03 03:00:00,80.17411375661375,79.0
52,2015-01-03 04:00:00,81.79367724867724,81.87
53,2015-01-03 05:00:00,81.36936507936507,79.52
54,2015-01-03 06:00:00,58.53366068139962,80.69
55,2015-01-03 07:00:00,58.42998895027623,90.24
56,2015-01-03 08:00:00,109.87921491733948,101.47
57,2015-01-03 09:00:00,130.67289711934157,151.69
58,2015-01-03 10:00:00,126.7299202087994,151.36
59,2015-01-03 11:00:00,118.7200547385621,152.8
60,2015-01-03 12:00:00,156.13060846560847,152.11
61,2015-01-03 13:00:00,152.1607804232804,145.87
62,2015-01-03 14:00:00,110.53345343137254,142.33
63,2015-01-03 15:00:00,115.01997303921569,149.9
64,2015-01-03 16:00:00,124.90673774509804,143.85
65,2015-01-03 17:00:00,75.93869204152249,86.2
66,2015-01-03 18:00:00,67.0865873015873,69.73
67,2015-01-03 19:00:00,66.10234126984128,69.38
68,2015-01-03 20:00:00,66.40424603174603,69.3
69,2015-01-03 21:00:00,62.86171957671958,62.75
70,2015-01-03 22:00:00,59.05342592592592,55.57
71,2015-01-03 23:00:00,60.1007671957672,56.7
72,2015-01-04 00:00:00,61.3205291005291,55.77
73,2015-01-04 01:00:00,63.43649470899471,56.74
74,2015-01-04 02:00:00,63.46714285714285,56.28
75,2015-01-04 03:00:00,62.19030423280424,55.73
76,2015-01-04 04:00:00,60.81634920634921,55.01
77,2015-01-04 05:00:00,86.42601851851852,110.27
78,2015-01-04 06:00:00,153.746647875817,172.23
79,2015-01-04 07:00:00,138.46556524981358,167.49
80,2015-01-04 08:00:00,145.31163970588233,165.51
81,2015-01-04 09:00:00,135.06991176470586,154.24
82,2015-01-04 10:00:00,126.04301225490195,152.16
83,2015-01-04 11:00:00,119.1501609477124,147.72
84,2015-01-04 12:00:00,116.59568790849674,153.71
85,2015-01-04 13:00:00,117.3918276143791,149.46
86,2015-01-04 14:00:00,121.44873120915034,151.03
87,2015-01-04 15:00:00,129.88445424836598,151.02
88,2015-01-04 16:00:00,125.66541610738255,152.82
89,2015-01-04 17:00:00,110.82286772486772,130.32
90,2015-01-04 18:00:00,71.15280423280423,76.72
91,2015-01-04 19:00:00,69.90306878306879,75.69
92,2015-01-04 20:00:00,67.25744708994708,69.16
93,2015-01-04 21:00:00,64.08153439153438,61.99
94,2015-01-04 22:00:00,61.58257936507936,56.26
95,2015-01-04 23:00:00,61.31632275132274,55.23
96,2015-01-05 00:00:00,62.73169312169312,57.74
97,2015-01-05 01:00:00,60.98103174603175,53.6
98,2015-01-05 02:00:00,63.153201058201056,57.69
99,2015-01-05 03:00:00,62.470608465608464,55.99
100,2015-01-05 04:00:00,62.366706349206346,55.63
101,2015-01-05 05:00:00,76.48977513227513,85.44
102,2015-01-05 06:00:00,88.70659861591696,116.3
103,2015-01-05 07:00:00,118.73164197530863,130.35
104,2015-01-05 08:00:00,141.50583905228757,173.35
105,2015-01-05 09:00:00,171.7966798941799,170.44
106,2015-01-05 10:00:00,159.93966931216931,169.32
107,2015-01-05 11:00:00,136.08601851851853,130.93
108,2015-01-05 12:00:00,134.718373015873,128.28
109,2015-01-05 13:00:00,138.24969576719576,131.22
110,2015-01-05 14:00:00,103.81425408496732,127.18
111,2015-01-05 15:00:00,109.7872524509804,131.36
112,2015-01-05 16:00:00,105.5495697240865,127.6
113,2015-01-05 17:00:00,111.42561372110364,127.55
114,2015-01-05 18:00:00,67.30566137566137,75.9
115,2015-01-05 19:00:00,66.73115079365078,76.06
116,2015-01-05 20:00:00,66.85907407407407,75.37
117,2015-01-05 21:00:00,63.95399470899471,68.31
118,2015-01-05 22:00:00,61.81162698412698,62.92
119,2015-01-05 23:00:00,60.09119047619048,58.58
120,2015-01-06 00:00:00,59.3443253968254,56.23
121,2015-01-06 01:00:00,58.49314814814815,53.68
122,2015-01-06 02:00:00,59.38407407407407,54.76
123,2015-01-06 03:00:00,60.27268518518518,55.73
124,2015-01-06 04:00:00,60.32839947089948,54.78
125,2015-01-06 05:00:00,76.38083333333333,86.8
126,2015-01-06 06:00:00,129.20014579659028,138.17
127,2015-01-06 07:00:00,133.33028982951203,167.32
128,2015-01-06 08:00:00,155.6368739746458,176.54
129,2015-01-06 09:00:00,155.89952777777776,176.63
130,2015-01-06 10:00:00,136.81931944444443,180.23
131,2015-01-06 11:00:00,172.20768518518517,175.8
132,2015-01-06 12:00:00,156.2643253968254,165.68
133,2015-01-06 13:00:00,144.66886243386242,155.63
134,2015-01-06 14:00:00,143.0152513227513,154.93
135,2015-01-06 15:00:00,147.35464285714286,155.94
136,2015-01-06 16:00:00,153.43613756613755,154.87
137,2015-01-06 17:00:00,116.37258741830064,144.59
138,2015-01-06 18:00:00,64.43026455026455,69.39
139,2015-01-06 19:00:00,64.64498677248677,68.31
140,2015-01-06 20:00:00,66.93667989417989,70.26
141,2015-01-06 21:00:00,64.73723544973545,63.04
142,2015-01-06 22:00:00,63.235066137566136,57.4
143,2015-01-06 23:00:00,63.54838624338623,56.1
144,2015-01-07 00:00:00,64.73346560846562,57.06
145,2015-01-07 01:00:00,65.33420634920634,57.19
146,2015-01-07 02:00:00,64.88436507936508,57.06
147,2015-01-07 03:00:00,64.08343915343914,57.25
148,2015-01-07 04:00:00,62.48525132275133,56.45
149,2015-01-07 05:00:00,81.39876984126984,98.04
150,2015-01-07 06:00:00,118.89569253380364,145.16
151,2015-01-07 07:00:00,140.97719835943326,166.15
152,2015-01-07 08:00:00,146.23179901960782,177.75
153,2015-01-07 09:00:00,182.7759656084656,177.68
154,2015-01-07 10:00:00,173.82670634920635,176.33
155,2015-01-07 11:00:00,167.9024074074074,179.64
156,2015-01-07 12:00:00,162.22462962962965,177.92
157,2015-01-07 13:00:00,159.64019841269842,174.91
158,2015-01-07 14:00:00,162.06595238095235,172.97
159,2015-01-07 15:00:00,160.11642857142854,155.84
160,2015-01-07 16:00:00,126.29568790849672,155.85
161,2015-01-07 17:00:00,126.555591349739,145.97
162,2015-01-07 18:00:00,67.55674603174603,70.32
163,2015-01-07 19:00:00,66.43154761904762,68.8
164,2015-01-07 20:00:00,67.47919312169313,69.53
165,2015-01-07 21:00:00,64.27530423280423,62.31
166,2015-01-07 22:00:00,60.950211640211634,54.85
167,2015-01-07 23:00:00,62.340330687830686,57.29
168,2015-01-08 00:00:00,62.49570105820106,57.36
169,2015-01-08 01:00:00,62.331494708994704,56.72
170,2015-01-08 02:00:00,64.6414021164021,60.84
171,2015-01-08 03:00:00,65.45177248677248,61.84
172,2015-01-08 04:00:00,65.38617724867726,61.05
173,2015-01-08 05:00:00,92.91070105820106,118.12
174,2015-01-08 06:00:00,133.4262480893592,167.73
175,2015-01-08 07:00:00,133.53528689006467,169.02
176,2015-01-08 08:00:00,154.4800134228188,179.69
177,2015-01-08 09:00:00,157.37581454248365,176.7
178,2015-01-08 10:00:00,145.34820016339867,176.8
179,2015-01-08 11:00:00,135.69989542483657,175.7
180,2015-01-08 12:00:00,131.22015686274509,164.5
181,2015-01-08 13:00:00,130.3612516339869,152.66
182,2015-01-08 14:00:00,132.4141315359477,149.12
183,2015-01-08 15:00:00,125.44418195376586,149.13
184,2015-01-08 16:00:00,132.74494630872482,153.77
185,2015-01-08 17:00:00,141.42895078299776,148.74
186,2015-01-08 18:00:00,87.50112433862434,107.05
187,2015-01-08 19:00:00,73.54469576719578,77.92
188,2015-01-08 20:00:00,69.93916666666667,68.68
189,2015-01-08 21:00:00,67.39678571428571,63.1
190,2015-01-08 22:00:00,63.7356746031746,55.19
191,2015-01-08 23:00:00,64.87882275132276,57.34
192,2015-01-09 00:00:00,64.6114417989418,56.96
193,2015-01-09 01:00:00,63.61810846560847,54.95
194,2015-01-09 02:00:00,64.9549074074074,57.0
195,2015-01-09 03:00:00,65.39458994708994,56.9
196,2015-01-09 04:00:00,71.03678571428571,67.6
197,2015-01-09 05:00:00,93.54156084656084,114.14
198,2015-01-09 06:00:00,145.38919635508523,151.72
199,2015-01-09 07:00:00,143.61365255731923,156.7
200,2015-01-09 08:00:00,136.8457513227513,158.66
201,2015-01-09 09:00:00,128.2415773074662,159.5
202,2015-01-09 10:00:00,145.01235868754662,156.11
203,2015-01-09 11:00:00,136.53103877703205,159.5
204,2015-01-09 12:00:00,132.72043102162564,157.54
205,2015-01-09 13:00:00,134.1898008948546,162.08
206,2015-01-09 14:00:00,139.70736241610737,164.46
207,2015-01-09 15:00:00,149.8105316927666,159.7
208,2015-01-09 16:00:00,132.0261746031746,155.36
209,2015-01-09 17:00:00,98.4865294117647,134.97
210,2015-01-09 18:00:00,87.61675925925925,99.06
211,2015-01-09 19:00:00,84.6046693121693,94.16
212,2015-01-09 20:00:00,85.63493386243385,94.72
213,2015-01-09 21:00:00,77.58846560846561,77.09
214,2015-01-09 22:00:00,70.29224867724866,60.91
215,2015-01-09 23:00:00,71.1989947089947,61.33
216,2015-01-10 00:00:00,72.96669312169311,62.87
217,2015-01-10 01:00:00,76.46042328042327,68.06
218,2015-01-10 02:00:00,76.70537037037036,68.46
219,2015-01-10 03:00:00,75.62362433862432,67.91
220,2015-01-10 04:00:00,75.17521164021164,68.2
221,2015-01-10 05:00:00,74.65620370370371,67.31
222,2015-01-10 06:00:00,57.40231476365869,68.58
223,2015-01-10 07:00:00,119.96498961937716,130.56
224,2015-01-10 08:00:00,113.24390157631682,141.1
225,2015-01-10 09:00:00,101.89954363706268,135.87
226,2015-01-10 10:00:00,127.30553968253967,142.96
227,2015-01-10 11:00:00,140.63079642058165,160.36
228,2015-01-10 12:00:00,132.44543102162567,151.42
229,2015-01-10 13:00:00,78.15268665897733,74.51
230,2015-01-10 14:00:00,78.55846328335257,68.89
231,2015-01-10 15:00:00,80.4776770472895,73.12
232,2015-01-10 16:00:00,43.59068186003683,73.21
233,2015-01-10 17:00:00,45.3710762737876,74.47
234,2015-01-10 18:00:00,70.74339947089948,70.03
235,2015-01-10 19:00:00,72.1457671957672,74.22
236,2015-01-10 20:00:00,70.58805555555554,69.08
237,2015-01-10 21:00:00,68.14595238095238,62.26
